donor,region,roi,n_cells_total,area_mm2,density_cd4_t,density_cd8_t,density_b_cell,density_macrophage,density_mdsc,density_other_immune,density_fibroblast,density_endothelial,has_septa,nn_cd4_t_to_cd4_t,nn_cd4_t_to_cd8_t,nn_cd4_t_to_b_cell,nn_cd4_t_to_macrophage,nn_cd4_t_to_other_immune,nn_cd8_t_to_cd4_t,nn_cd8_t_to_cd8_t,nn_cd8_t_to_b_cell,nn_cd8_t_to_macrophage,nn_cd8_t_to_other_immune,nn_b_cell_to_cd4_t,nn_b_cell_to_cd8_t,nn_b_cell_to_b_cell,nn_b_cell_to_macrophage,nn_b_cell_to_other_immune,nn_macrophage_to_cd4_t,nn_macrophage_to_cd8_t,nn_macrophage_to_b_cell,nn_macrophage_to_macrophage,nn_macrophage_to_other_immune,nn_other_immune_to_cd4_t,nn_other_immune_to_cd8_t,nn_other_immune_to_b_cell,nn_other_immune_to_macrophage,nn_other_immune_to_other_immune,nn_cd4_t_to_mdsc,nn_cd8_t_to_mdsc,nn_b_cell_to_mdsc,nn_macrophage_to_mdsc,nn_mdsc_to_cd4_t,nn_mdsc_to_cd8_t,nn_mdsc_to_b_cell,nn_mdsc_to_macrophage,nn_mdsc_to_mdsc,nn_mdsc_to_other_immune,nn_other_immune_to_mdsc,nn_cd4_t_to_fibroblast,nn_cd8_t_to_fibroblast,nn_b_cell_to_fibroblast,nn_macrophage_to_fibroblast,nn_other_immune_to_fibroblast,nn_fibroblast_to_cd4_t,nn_fibroblast_to_cd8_t,nn_fibroblast_to_b_cell,nn_fibroblast_to_macrophage,nn_fibroblast_to_other_immune,nn_fibroblast_to_fibroblast,septa_p25_cd4_t,septa_p50_cd4_t,septa_p75_cd4_t,septa_p25_cd8_t,septa_p50_cd8_t,septa_p75_cd8_t,septa_p25_b_cell,septa_p50_b_cell,septa_p75_b_cell,septa_p25_macrophage,septa_p50_macrophage,septa_p75_macrophage,septa_p25_other_immune,septa_p50_other_immune,septa_p75_other_immune,septa_p25_mdsc,septa_p50_mdsc,septa_p75_mdsc,septa_p25_endothelial,septa_p50_endothelial,septa_p75_endothelial,nn_cd4_t_to_endothelial,nn_cd8_t_to_endothelial,nn_b_cell_to_endothelial,nn_macrophage_to_endothelial,nn_other_immune_to_endothelial,nn_endothelial_to_cd4_t,nn_endothelial_to_cd8_t,nn_endothelial_to_b_cell,nn_endothelial_to_macrophage,nn_endothelial_to_other_immune,nn_endothelial_to_endothelial,nn_mdsc_to_endothelial,nn_endothelial_to_mdsc,septa_p25_fibroblast,septa_p50_fibroblast,septa_p75_fibroblast,nn_mdsc_to_fibroblast,nn_fibroblast_to_mdsc,nn_fibroblast_to_endothelial,nn_endothelial_to_fibroblast
HPAP-039,Tail of pancreas,ROI1,3008,0.9901,90.9,135.34,2.02,168.68,0.0,902.97,0.0,0.0,True,42.7,48.1,252.4,42.6,16.0,43.1,23.6,222.6,25.4,16.1,22.2,14.6,450.8,18.7,12.5,44.7,30.1,226.1,20.9,18.5,50.6,43.5,298.5,38.6,13.3,,,,,,,,,,,,,,,,,,,,,,,81.1,174.9,324.1,18.8,121.9,227.3,,,,33.3,124.3,307.1,81.3,177.2,322.1,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-039,Tail of pancreas,ROI2,3181,0.9948,88.46,213.11,4.02,29.15,0.0,67.35,0.0,0.0,True,42.4,31.2,232.7,83.4,56.4,47.2,20.6,193.3,79.6,51.8,56.6,12.1,351.3,70.8,47.3,43.1,29.3,206.2,91.4,54.0,48.2,28.2,203.7,76.0,33.6,,,,,,,,,,,,,,,,,,,,,,,43.7,200.7,449.6,38.9,154.8,376.5,8.1,18.4,156.4,18.0,198.3,624.8,22.2,154.0,277.7,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-039,Tail of pancreas,ROI3,2988,0.994,114.68,141.85,6.04,106.64,0.0,400.39,393.35,0.0,True,40.5,44.2,223.8,48.4,22.4,41.7,25.6,181.7,43.7,25.3,37.4,32.1,256.9,46.2,26.4,41.5,34.0,199.1,32.6,23.0,42.0,44.3,190.4,49.2,21.0,,,,,,,,,,,,25.9,25.3,29.0,28.3,24.3,49.1,51.3,167.3,61.0,24.1,19.4,137.5,298.7,465.9,43.7,261.8,443.6,86.2,188.4,320.5,112.4,331.3,421.7,122.0,273.8,464.3,,,,,,,,,,,,,,,,,,,,67.0,195.7,349.3,,,,
HPAP-040,Body of pancreas,ROI1,3148,0.9926,0.0,15.11,0.0,53.39,172.27,1256.27,0.0,62.46,True,,,,,,,109.7,,64.1,13.9,,,,,,,118.6,,51.8,15.4,,142.3,,67.4,13.3,,29.5,,40.6,,129.4,,63.0,18.8,14.0,43.0,,,,,,,,,,,,,,,62.6,163.1,381.4,,,,80.1,350.5,566.4,185.6,429.0,620.6,191.0,366.7,621.3,262.6,349.8,382.9,,236.0,,152.4,150.7,,235.4,,42.3,20.4,12.6,150.1,48.2,,,,,,,
HPAP-040,Body of pancreas,ROI2,1599,1.0966,5.47,12.77,0.91,32.83,135.88,285.43,263.55,0.0,True,44.4,36.4,,67.6,43.2,205.5,113.8,,60.0,23.9,,,,,,262.6,146.7,,64.5,21.0,308.9,131.3,,79.0,22.0,19.7,17.4,,37.6,210.8,96.1,,71.4,19.0,22.5,42.4,35.0,44.2,,33.6,27.8,378.9,161.0,,86.4,26.1,20.3,9.0,29.5,55.5,31.7,77.4,152.9,,,,42.1,140.4,223.2,82.1,151.9,243.2,27.7,137.8,266.1,,,,,,,,,,,,,,,,,84.6,167.7,293.2,41.2,64.3,,
HPAP-040,Body of pancreas,ROI3,1450,0.9922,3.02,18.14,0.0,39.31,199.57,311.44,277.18,0.0,True,47.5,125.0,,39.8,18.6,345.1,99.1,,94.9,33.4,,,,,,248.3,94.2,,57.1,23.8,272.0,100.3,,53.5,16.9,29.0,43.7,,26.9,310.9,98.5,,48.4,17.1,18.4,24.5,21.6,39.1,,43.3,52.0,354.2,134.4,,115.5,37.6,21.7,77.5,79.2,149.7,43.5,108.2,180.2,,,,29.9,119.2,245.7,15.0,74.2,166.1,11.4,67.7,135.9,,,,,,,,,,,,,,,,,105.4,186.3,307.0,54.6,102.5,,
HPAP-040,Head of pancreas,ROI1,3560,1.6021,1.25,23.09,0.62,36.83,573.61,134.2,0.0,0.0,True,1092.4,130.8,,107.7,89.4,462.2,83.2,,77.5,40.9,,,,,,512.1,105.1,,73.0,37.5,522.1,108.3,,70.9,32.1,15.2,20.8,,18.6,436.3,100.7,,87.2,17.5,44.6,19.4,,,,,,,,,,,,,,,93.5,196.6,304.8,,,,71.3,153.6,247.6,89.7,198.6,299.9,108.4,235.8,374.2,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Head of pancreas,ROI2,3095,0.9944,2.01,37.21,0.0,49.28,757.23,295.65,0.0,0.0,True,686.1,86.7,,130.4,97.3,367.2,71.0,,70.3,35.5,,,,,,322.8,72.9,,51.9,35.5,399.9,93.1,,72.3,18.1,10.8,18.8,,19.1,352.8,85.5,,78.2,15.5,31.0,19.3,,,,,,,,,,,,,,,249.0,512.1,616.5,,,,200.4,439.1,519.9,136.6,320.3,443.6,177.5,366.6,530.6,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Head of pancreas,ROI3,2744,0.9939,0.0,24.15,0.0,68.42,1035.31,424.59,0.0,178.09,True,,,,,,,80.9,,57.9,22.5,,,,,,,93.0,,54.2,27.8,,110.0,,65.5,19.1,,16.0,,13.7,,104.0,,56.2,14.3,23.0,15.4,,,,,,,,,,,,,,,98.3,183.3,351.0,,,,107.6,178.6,413.4,87.1,164.1,343.0,96.0,187.3,402.2,223.4,286.6,362.7,,140.4,,113.8,182.9,,131.4,,52.5,53.1,13.7,173.0,37.5,,,,,,,
HPAP-040,Tail of pancreas,ROI1,3095,0.9944,1.01,18.1,0.0,45.26,63.36,474.67,0.0,0.0,True,,,,,,,94.9,,77.7,31.9,,,,,,,106.9,,51.8,22.4,,114.7,,73.1,16.1,,72.3,,65.0,,112.1,,75.7,42.0,24.1,58.9,,,,,,,,,,,,,,,29.7,60.3,91.3,,,,8.5,46.2,135.1,16.5,63.5,138.6,25.5,72.4,152.9,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Tail of pancreas,ROI2,2734,0.9929,1.01,45.32,0.0,51.36,87.62,781.52,0.0,0.0,True,,,,,,,69.8,,90.9,16.3,,,,,,,84.6,,52.0,14.2,,69.4,,67.4,13.8,,53.6,,40.8,,66.4,,60.1,46.0,17.0,50.0,,,,,,,,,,,,,,,418.1,642.1,804.2,,,,264.9,452.9,734.6,381.5,569.2,742.0,345.1,532.1,727.2,,,,,,,,,,,,,,,,,,,,,,,
HPAP-040,Tail of pancreas,ROI3,1893,0.9929,2.01,28.2,0.0,50.36,94.67,392.78,0.0,112.8,True,413.0,45.4,,91.7,24.3,602.9,50.7,,41.8,24.2,,,,,,452.2,98.0,,39.5,22.0,471.5,111.5,,69.8,21.1,105.6,42.2,,44.3,531.0,89.8,,70.0,28.2,20.5,52.0,,,,,,,,,,,,,,,12.9,38.4,127.6,,,,15.0,69.6,152.5,15.9,74.0,153.4,10.3,53.8,146.3,24.3,58.4,94.2,75.8,78.3,,135.0,128.4,281.1,135.4,,91.3,51.4,13.8,110.1,69.4,,,,,,,
HPAP-042,Body of pancreas,ROI1,2583,0.9951,0.0,0.0,3.01,20.1,5.02,336.66,318.57,36.18,True,,,,,,,,,,,,,434.9,193.9,37.2,,,241.3,64.6,20.7,,,236.1,102.0,18.7,,,514.4,323.9,,,423.0,109.1,39.4,54.8,368.7,,,45.6,31.3,28.8,,,291.2,115.6,29.6,20.6,,,,,,,52.7,86.1,148.2,104.4,221.5,301.6,28.9,121.9,296.4,413.3,432.1,450.5,10.6,89.5,508.8,,,200.4,129.8,127.1,,,357.6,61.3,21.3,13.2,128.2,272.5,76.4,294.8,411.0,21.1,239.2,138.2,45.2
HPAP-042,Body of pancreas,ROI2,1914,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,125.9,186.2,,,,,,,,,,,17.0,,,,,,,,,
HPAP-042,Body of pancreas,ROI3,944,1.1526,2.6,0.87,1.74,13.01,25.16,329.69,0.0,0.0,True,291.7,,265.5,115.0,14.3,,,,,,219.3,,542.0,204.3,29.7,308.3,,305.7,103.2,17.5,298.2,,261.4,103.6,15.4,49.6,,143.6,111.3,229.8,,301.5,127.5,27.6,31.1,143.1,,,,,,,,,,,,130.2,246.8,301.6,,,,,,,132.8,177.8,294.2,128.0,193.9,286.6,14.6,80.1,155.4,,,,,,,,,,,,,,,,,,,,,,,
HPAP-042,Tail of pancreas,ROI1,1619,0.9916,1.01,2.02,1.01,18.15,13.11,382.22,0.0,188.59,True,,,,,,,1027.0,,70.5,11.9,,,,,,,295.5,,108.4,21.6,,456.2,,125.9,16.9,,143.4,,120.2,,291.7,,124.0,138.0,12.3,89.0,,,,,,,,,,,,,,,,,,,,,297.9,585.4,748.4,367.2,656.0,794.7,639.0,752.5,849.0,439.1,642.3,801.7,,88.2,,46.8,57.1,,355.1,,96.0,36.9,16.2,36.1,124.5,,,,,,,
HPAP-042,Tail of pancreas,ROI2,1874,0.9947,0.0,1.01,11.06,27.14,11.06,546.92,0.0,0.0,True,,,,,,,,,,,,,227.2,67.8,29.7,,,119.7,71.9,18.7,,,138.7,84.3,16.5,,,121.0,137.2,,,131.8,115.6,187.0,22.1,139.9,,,,,,,,,,,,,,,,,,157.4,267.1,493.4,183.0,291.5,515.6,90.0,244.6,467.3,275.4,334.4,572.1,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Body of pancreas,ROI1,1775,0.9926,2.02,5.04,1.01,24.18,204.52,263.97,0.0,0.0,False,308.0,421.4,,55.3,107.2,442.1,310.0,,62.9,35.3,,,,,,361.1,285.7,,59.1,37.8,417.2,195.6,,128.4,21.5,15.5,30.6,,16.3,346.7,290.6,,59.7,14.9,32.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Body of pancreas,ROI2,2811,0.994,15.09,24.15,2.01,78.47,144.87,687.14,0.0,0.0,True,59.4,61.7,213.3,45.6,22.4,83.2,79.1,205.1,45.2,15.8,80.2,71.6,602.0,46.9,21.1,108.4,88.5,267.9,32.1,18.7,145.0,104.5,307.6,62.8,16.1,25.0,33.9,59.9,26.5,136.0,96.5,310.0,53.5,32.1,16.4,41.0,,,,,,,,,,,,31.7,136.5,219.6,124.3,187.8,268.0,,,,125.5,199.4,254.5,101.5,176.7,242.3,101.0,195.7,249.6,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Body of pancreas,ROI3,2826,0.9937,1.01,10.06,0.0,67.42,144.91,754.72,0.0,0.0,True,,,,,,,187.7,,50.4,17.2,,,,,,,133.6,,49.9,16.8,,148.2,,62.6,15.1,,20.9,,47.2,,124.3,,59.8,24.7,17.6,42.9,,,,,,,,,,,,,,,130.4,139.5,313.6,,,,130.3,263.0,425.5,162.1,277.0,427.0,130.1,240.9,384.3,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Head of pancreas,ROI1,3038,0.9935,1.01,23.15,0.0,66.43,139.91,1445.45,0.0,0.0,True,,,,,,,98.3,,68.1,14.0,,,,,,,131.8,,44.4,14.9,,114.6,,65.6,12.8,,58.1,,27.6,,118.3,,51.1,25.0,14.4,47.0,,,,,,,,,,,,,,,71.2,125.9,365.6,,,,22.6,133.9,237.9,64.3,149.1,283.3,56.6,163.1,293.6,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Head of pancreas,ROI3,452,0.9872,6.08,5.06,0.0,23.3,19.25,112.44,114.47,98.26,True,30.1,253.0,,30.9,72.7,226.8,59.0,,34.9,30.1,,,,,,233.2,254.3,,63.6,34.7,236.3,234.7,,104.4,33.0,197.4,80.2,,144.1,214.0,216.0,,87.8,114.1,20.5,119.0,71.2,102.6,,116.3,90.9,286.8,281.3,,202.3,64.3,15.7,17.4,18.9,31.2,31.0,41.2,51.1,,,,8.3,20.4,49.5,5.0,18.0,51.4,5.0,9.2,44.8,18.0,44.3,75.7,124.0,155.6,,275.7,170.1,312.9,254.6,,180.3,81.5,19.1,239.9,101.6,24.8,49.2,79.4,36.1,104.3,19.8,20.7
HPAP-046,Tail of pancreas,ROI1,4157,1.4331,1.4,19.54,0.0,48.85,112.34,867.35,0.0,0.0,True,626.1,53.2,,42.7,14.3,313.1,96.5,,65.1,16.7,,,,,,340.2,110.0,,60.0,19.4,320.0,107.0,,68.1,14.1,24.2,41.0,,40.1,310.0,127.4,,62.6,33.7,15.9,47.9,,,,,,,,,,,,,,,49.3,190.7,378.4,,,,23.0,201.9,336.6,104.3,224.1,329.3,69.6,209.3,295.6,,,,,,,,,,,,,,,,,,,,,,,
HPAP-046,Tail of pancreas,ROI2,3533,0.9947,2.01,9.05,0.0,61.32,23.12,437.31,0.0,136.72,True,223.3,330.6,,26.9,16.5,370.7,148.3,,89.0,28.9,,,,,,360.0,163.5,,49.5,19.2,374.4,170.8,,56.1,18.4,99.4,98.4,,97.8,515.6,162.7,,42.7,103.6,22.4,100.4,,,,,,,,,,,,,,,49.4,404.5,502.2,,,,205.6,352.4,468.3,208.3,351.5,498.1,279.9,417.3,586.9,283.2,418.9,593.9,40.3,107.9,,90.9,129.1,498.9,253.4,,46.5,28.0,10.5,99.7,87.6,,,,,,,
HPAP-046,Tail of pancreas,ROI3,3076,0.994,2.01,20.12,1.01,28.17,24.14,553.31,0.0,154.93,True,474.7,84.1,,101.3,12.5,446.2,91.9,,98.8,21.9,,,,,,341.9,107.7,,105.8,14.6,248.8,118.8,,87.3,14.7,53.1,72.7,,82.3,333.6,91.4,,90.1,115.5,22.5,86.5,,,,,,,,,,,,,,,242.9,668.5,828.9,,,,310.5,637.5,720.2,151.3,361.9,617.8,185.5,338.5,635.8,464.4,510.3,690.5,450.7,170.0,,281.8,347.6,468.0,192.2,,100.9,50.7,11.4,209.0,94.7,,,,,,,
HPAP-047,Body of pancreas,ROI1,3161,0.9952,0.0,3.01,173.84,318.53,8.04,1044.03,0.0,141.68,True,,,,,,,266.4,104.3,14.4,28.4,,349.1,29.9,32.8,12.1,,282.9,47.6,18.8,18.5,,323.2,30.9,32.3,13.0,,157.5,150.7,233.2,,338.3,28.5,27.1,219.8,17.3,159.7,,,,,,,,,,,,,,,8.6,9.9,12.2,4.0,9.8,20.6,5.7,10.4,19.9,4.0,10.6,21.0,3.3,4.2,8.7,7.1,12.0,21.2,,58.6,38.6,41.2,36.0,,288.8,34.6,32.2,13.7,36.5,48.7,183.0,,,,,,,
HPAP-047,Body of pancreas,ROI2,2325,0.9919,0.0,3.02,160.29,226.83,0.0,892.2,0.0,107.87,True,,,,,,,134.5,38.4,17.7,26.2,,242.9,24.0,30.0,15.2,,165.1,30.0,18.7,17.5,,318.2,40.5,43.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,61.3,71.0,146.6,25.9,60.8,86.5,38.1,66.0,93.5,22.5,44.7,76.3,,,,23.0,45.3,78.7,,19.8,51.0,40.8,44.9,,263.9,40.5,41.2,15.9,35.5,,,,,,,,,
HPAP-047,Body of pancreas,ROI3,2049,0.9935,0.0,3.02,6.04,47.31,1.01,565.65,0.0,0.0,True,,,,,,,40.5,186.7,121.2,16.7,,300.5,201.2,61.0,13.0,,232.1,142.2,41.8,22.0,,287.2,136.5,62.8,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,74.1,77.1,10.9,25.0,40.9,9.9,22.5,46.1,3.6,10.2,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Body of pancreas,ROI1,2627,0.7942,2.52,26.44,1.26,100.73,206.5,1140.76,0.0,0.0,False,564.6,50.5,,103.0,13.3,246.2,92.7,,50.9,14.1,,,,,,242.9,97.2,,26.9,14.2,267.9,97.2,,47.2,13.5,40.4,33.8,,33.9,223.4,94.9,,45.6,23.4,12.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Body of pancreas,ROI2,3648,0.9938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,
HPAP-052,Body of pancreas,ROI3,4181,0.9739,0.0,0.0,0.0,0.0,0.0,0.0,528.81,78.04,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,151.6,43.3
HPAP-052,Head of pancreas,ROI1,4061,0.9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Head of pancreas,ROI2,3374,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,710.83,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.8,307.8,504.4,,,,
HPAP-052,Head of pancreas,ROI3,3950,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,700.57,163.06,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,194.6,432.4,625.8,,,,,,,,,,,30.7,,,235.4,450.7,632.0,,,38.6,17.9
HPAP-052,Tail of pancreas,ROI1,3733,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.97,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.7,274.4,382.0,,,,,,,,,,,17.2,,,,,,,,,
HPAP-052,Tail of pancreas,ROI2,3775,0.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-052,Tail of pancreas,ROI3,4653,1.2688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1,182.3,271.5,,,,,,,,,,,10.8,,,,,,,,,
HPAP-053,Body of pancreas,ROI1,3978,0.9946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-053,Body of pancreas,ROI2,3480,0.9941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.2,215.3,318.8,,,,,,,,,,,12.1,,,,,,,,,
HPAP-053,Body of pancreas,ROI3,3263,0.9947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0,459.8,565.5,,,,,,,,,,,17.7,,,,,,,,,
HPAP-053,Head of pancreas,ROI1,4518,1.3438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.92,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,272.6,763.3,,,,,,,,,,,11.7,,,,,,,,,
HPAP-053,Head of pancreas,ROI2,4214,1.4331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-053,Head of pancreas,ROI3,3760,0.9938,0.0,0.0,0.0,0.0,0.0,0.0,212.31,90.56,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,,,,,,,,51.9,35.8
HPAP-053,Tail of pancreas,ROI1,2076,0.9893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.8,173.2,203.4,,,,,,,,,,,10.7,,,,,,,,,
HPAP-053,Tail of pancreas,ROI2,3526,0.9923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.85,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4,238.1,438.5,,,,,,,,,,,13.1,,,,,,,,,
HPAP-053,Tail of pancreas,ROI3,3255,0.9941,0.0,0.0,0.0,0.0,0.0,0.0,392.31,91.54,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,406.5,527.2,568.6,,,,,,,,,,,12.3,,,255.1,511.1,687.2,,,183.6,57.8
HPAP-054,Body of pancreas,ROI1,2971,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.43,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.6,652.9,725.9,,,,,,,,,,,11.8,,,,,,,,,
HPAP-054,Body of pancreas,ROI2,4077,1.2939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.49,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,336.0,625.5,,,,,,,,,,,11.0,,,,,,,,,
HPAP-054,Body of pancreas,ROI3,2839,0.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.38,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,,,,
HPAP-054,Head of pancreas,ROI1,2185,0.9927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-054,Head of pancreas,ROI2,3592,0.9936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-054,Head of pancreas,ROI3,2037,0.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.3,202.8,230.8,,,,,,,,,,,12.3,,,,,,,,,
HPAP-054,Tail of pancreas,ROI1,2847,0.9943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPAP-054,Tail of pancreas,ROI2,2885,0.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.68,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,111.7,178.8,,,,,,,,,,,10.3,,,,,,,,,
HPAP-054,Tail of pancreas,ROI3,1424,0.9922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.37,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6,361.4,386.3,,,,,,,,,,,13.9,,,,,,,,,
HPAP-056,Body of pancreas,ROI2,3687,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.53,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,42.9,98.7,,,,,,,,,,,11.6,,,,,,,,,
HPAP-056,Body of pancreas,ROI3,3242,0.9942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.46,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,63.7,119.5,,,,,,,,,,,12.8,,,,,,,,,
HPAP-056,Body of pancreas,ROI5,2679,0.9283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.09,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3,83.9,133.3,,,,,,,,,,,12.8,,,,,,,,,
HPAP-056,Head of pancreas,ROI1,7951,1.9918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,130.8,170.3,,,,,,,,,,,11.9,,,,,,,,,
